m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes
116,Cambodia,,1234,Tomatoes,2006,7,7%,67kg/MT,Wholesale,Wholesale,Wet season  ( May to October),,,Survey,"Christian Genova II; Katinka Weinberger; Srun Sokhom; Phnom Penh; Mong Vanndy; Chan Yarith, (2006), Postharvest Loss In The Supply Chain For Vegetables – The Case Of Tomato, Yardlong Bean, Cucumber And Chinese Kale In Cambodia",,
116,Cambodia,,1234,Tomatoes,2006,2,2%,16kg/MT,Collection,Trader,Dry season 2 ( January to April),,,Survey,"Christian Genova II; Katinka Weinberger; Srun Sokhom; Phnom Penh; Mong Vanndy; Chan Yarith, (2006), Postharvest Loss In The Supply Chain For Vegetables – The Case Of Tomato, Yardlong Bean, Cucumber And Chinese Kale In Cambodia",,
116,Cambodia,,1234,Tomatoes,2006,6,6%,105.0kg,Farm,Farm,Dry season 1 ( November to January),,,Survey,"Christian Genova II; Katinka Weinberger; Srun Sokhom; Phnom Penh; Mong Vanndy; Chan Yarith, (2006), Postharvest Loss In The Supply Chain For Vegetables – The Case Of Tomato, Yardlong Bean, Cucumber And Chinese Kale In Cambodia",,
116,Cambodia,,1234,Tomatoes,2006,5,5%,105.0kg,Retailing,Retail,Dry season 1 ( November to January),,,Survey,"Christian Genova II; Katinka Weinberger; Srun Sokhom; Phnom Penh; Mong Vanndy; Chan Yarith, (2006), Postharvest Loss In The Supply Chain For Vegetables – The Case Of Tomato, Yardlong Bean, Cucumber And Chinese Kale In Cambodia",,
116,Cambodia,,1234,Tomatoes,2006,1,1%,16kg/MT,Collection,Trader,Dry season 1 ( November to January),,,Survey,"Christian Genova II; Katinka Weinberger; Srun Sokhom; Phnom Penh; Mong Vanndy; Chan Yarith, (2006), Postharvest Loss In The Supply Chain For Vegetables – The Case Of Tomato, Yardlong Bean, Cucumber And Chinese Kale In Cambodia",,
116,Cambodia,,1234,Tomatoes,2006,8,8%,105.0kg,Wholesale,Wholesale,Dry season 1 ( November to January),,,Survey,"Christian Genova II; Katinka Weinberger; Srun Sokhom; Phnom Penh; Mong Vanndy; Chan Yarith, (2006), Postharvest Loss In The Supply Chain For Vegetables – The Case Of Tomato, Yardlong Bean, Cucumber And Chinese Kale In Cambodia",,
404,Kenya,,112,Maize (corn),2007,1.8,1.8%,,Farm,Farm,Makueni County,,,Survey,"Lutta Muhammad; Domisiano Mwabu; Richard Mulwa; Wilfred Mwangi; Augustine Langyintuo; Roberto La Rovere, (2010), Characterization Of Maize Producing Households In Machakos And Makueni Districts In Kenya",,
404,Kenya,,112,Maize (corn),2007,1.1,1.1%,,Farm,Farm,Machakos County,,,Survey,"Lutta Muhammad; Domisiano Mwabu; Richard Mulwa; Wilfred Mwangi; Augustine Langyintuo; Roberto La Rovere, (2010), Characterization Of Maize Producing Households In Machakos And Makueni Districts In Kenya",,
404,Kenya,,1701,"Beans, dry",2007,1.5,1.5%,,Farm,Farm,Machakos County,,,Survey,"Lutta Muhammad; Domisiano Mwabu; Richard Mulwa; Wilfred Mwangi; Augustine Langyintuo; Roberto La Rovere, (2010), Characterization Of Maize Producing Households In Machakos And Makueni Districts In Kenya",,
404,Kenya,,1701,"Beans, dry",2007,7.4,7.4%,,Farm,Farm,Makueni County,,,Survey,"Lutta Muhammad; Domisiano Mwabu; Richard Mulwa; Wilfred Mwangi; Augustine Langyintuo; Roberto La Rovere, (2010), Characterization Of Maize Producing Households In Machakos And Makueni Districts In Kenya",,
404,Kenya,,1706,"Cow peas, dry",2007,1.5,1.5%,,Farm,Farm,Machakos County,,,Survey,"Lutta Muhammad; Domisiano Mwabu; Richard Mulwa; Wilfred Mwangi; Augustine Langyintuo; Roberto La Rovere, (2010), Characterization Of Maize Producing Households In Machakos And Makueni Districts In Kenya",,
404,Kenya,,1706,"Cow peas, dry",2007,4.5,4.5%,,Farm,Farm,Makueni County,,,Survey,"Lutta Muhammad; Domisiano Mwabu; Richard Mulwa; Wilfred Mwangi; Augustine Langyintuo; Roberto La Rovere, (2010), Characterization Of Maize Producing Households In Machakos And Makueni Districts In Kenya",,
404,Kenya,,1707,"Pigeon peas, dry",2007,1.9,1.9%,,Farm,Farm,Makueni County,,,Survey,"Lutta Muhammad; Domisiano Mwabu; Richard Mulwa; Wilfred Mwangi; Augustine Langyintuo; Roberto La Rovere, (2010), Characterization Of Maize Producing Households In Machakos And Makueni Districts In Kenya",,
404,Kenya,,1707,"Pigeon peas, dry",2007,1.6,1.6%,,Farm,Farm,Machakos County,,,Survey,"Lutta Muhammad; Domisiano Mwabu; Richard Mulwa; Wilfred Mwangi; Augustine Langyintuo; Roberto La Rovere, (2010), Characterization Of Maize Producing Households In Machakos And Makueni Districts In Kenya",,
586,Pakistan,,111,Wheat,2007,8.8,5.8 -11.8%,0,,Harvest,reaper vs conventional method,Sukhbiret al. (2007) compared the performance of reaper with  conventional method of manual harvesting of wheat crop with sickle to see the feasibility. They  recorded 5.8% to 11.8% harvesting losses with reaper.,,Literature Review,"Muhammad Sattar; Mueen-u-Din; Mushtaq Ali; Liaqat Ali; Masood Qadir Waqar; Muhammad Anjum Ali; Laila Khalid, (2015), Grain Losses Of Wheat As Affected By Different Harvesting And Threshing Techniques",,"According to a most conservative estimate, about 10% of the  cereals harvested in developing countries are lost annually (Chaudhry, 1982). Most of the Pakistani  scientists strongly believe that 10% post-harvest losses of wheat are not at all uncommon in our  country (Ahmad et al., 1992). The wheat grain losses are classified as i) pre-harvest grain loss due to  the birds, rodents and environmental; ii) harvest grain loss during harvesting of the crop; and iii) postharvest grain loss due to bundling, transporting, threshing and winnowing.  Muhammad Sattar et al. “Grain Losses of Wheat as Affected by Different Harvesting and Threshing  Techniques”    Harvesting losses with manual wheat harvesting varied from 3 to 7% after ripening of the crop  (Iqbalet al., 1980). Similarly Ibupotoet al. (1991) investigated that average grain losses for traditional  methods during pre-harvest, harvest and post harvest stages were 10.9, 29 and 122.9 kg ha-1  or 0.28%,  0.77% and 3.28%, respectively whereas, Zafarullah (1985) observed 2.1% total manual harvesting  losses. Singh et al. (1988) tested three tractor front mounted reapers, manufactured locally by FMI,  AMRI and Ittefaq on wheat crop in Pakistan. The wheat grain losses with these reapers were 1.19,  2.63 and 2.76%, respectively. Sukhbiret al. (2007) compared the performance of reaper with  conventional method of manual harvesting of wheat crop with sickle to see the feasibility. They  recorded 5.8% to 11.8% harvesting losses with reaper. Basavarajaet al. (2007) concluded that grain  losses during harvesting and threshing activity of wheat were 0.36 kg/q and 0.44 kg/q, respectively.  Bukhariet al. (1983) found that the average grain losses during conventional harvesting, bundling,  transporting, threshing, winnowing and cleaning were 3.67, 3.98, 0.24, 1.18, 2.46, and 4.53%,  respectively    Chaudhry (1979) estimated 2.01 and 1.2% grain  losses on account of tractor threshing and combine, respectively. The combine harvester not only  minimizes the post-harvest losses but also helps in shortening the harvesting period. Shamabadi  (2012) while evaluating the performance of eight combines observed that time of harvesting, seed  moisture content, relative humidity, field topography and varietal characteristics are the major factors  affecting harvest losses. He concluded that mean total loss by different combines was 6.88% at wheat  harvesting stage. Mirasi et al. (2013) measured grain losses of different wheat varieties with different  models of combine during harvest stage. They observed that average pre harvest losses in all fields of  study were 31.4 kg ha-1  accounting for 12.71 percent of total losses. Bala et al. (1980) also reported  4.09% grain losses of wheat by traditional methods of harvesting and threshing. AMRI (1987) found  2.2% wheat losses for combine as compared to 4.65% for reapers and about 7.5% for manual  harvesting. Begum et al. (2012) found 0.51 kg/quintal grain losses of wheat during the threshing  activity. They concluded that threshing losses were mainly in the form of broken grains. They  observed 2.35 kg/quintal post-harvest losses at farm level. The harvesting losses have added up to  about 40.85 per cent.    . Grain losses of wheat as affected by different harvesting and threshing techniques  Harvesting  Technique  Grain losses (kg ha-1  ) Grain losses (%)  Harvesting Threshing Harvesting/  Threshing Harvesting Threshing Harvesting/  Threshing  Inc./  Dec.  Manual plus  thresher  164.37 58.26 222.63 3.16 1.12 4.28 48.55  Reaper plus  thresher  142.93 56.48 199.41 2.76 1.09 3.85 33.06  Combine  harvester  - - 149.87 - - 2.92 -"
288,Ghana,,1316,"Mangoes, guavas and mangosteens",2008,20.45,14.45-23.76,,"Marketing, Storage",Market,Minor Season,,,Survey,"Kwame A. Vowotor; Akwasi Mensah-Bonsu; Christopher Mutungi; Hippolyte Affognon, (2012), Postharvest Losses In Africa – Analytical Review And Synthesis: The Case Of Ghana",https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,
288,Ghana,,112,Maize (corn),2008,5.59,5.59%,,Harvesting,Harvest,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,0.1,0.10%,,Loading,Transport,Minor season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,1.16,0.76%,,"Marketing, Storage",Storage,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,0.22,0.22%,,"Loading, Unloading",Transport,Minor season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,1.4,1.40%,,"Marketing, Storage",Storage,Minor season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,3.13,2.73%,,Storage,Storage,Minor season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,3.06,2.66%,,Transportation,Transport,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,2.37,1.97%,,Processing,Processing,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,10.04,9.64%,,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,Minor season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,0.16,0.16%,,Loading,Transport,Minor season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,2.09,1.69%,,Loading,Transport,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,0.05,0.05%,,"Marketing, Transportation",Transport,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,1.26,0.86%,,"Assembling, Farm",Farm,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,18.25,18.25%,,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,2.1,2.10%,,Harvesting,Harvest,Minor season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,3.37,2.97%,,Processing,Processing,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,1.17,0.77%,,"Marketing, Transportation",Transport,Minor season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,1.27,0.87%,,"Loading, Unloading",Transport,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,1.1,1.10%,,"Bagging, Packaging",Processing,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,0.45,0.45%,,"Grading, Sorting",Processing,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,1.21,1.21%,,"Bagging, Packaging",Processing,Minor season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,1.05,0.65%,,Transportation,Transport,Minor season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,1.25,1.25%,,Storage,Storage,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,112,Maize (corn),2008,0.4,0.40%,,Processing,Processing,Minor season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,113,Rice,2008,1.17,1.17%,,Storage,Storage,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,113,Rice,2008,0.5,0.50%,,"Assembling, Farm",Farm,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,113,Rice,2008,1.16,1.16%,,Processing,Processing,Minor season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,113,Rice,2008,7.3,7.30%,,Storage,Storage,Minor season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,113,Rice,2008,0.49,0.49%,,Transportation,Transport,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,113,Rice,2008,0.6,0.60%,,Processing,Processing,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,113,Rice,2008,0.55,0.55%,,Transportation,Transport,Minor season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,113,Rice,2008,5.54,5.54%,,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,113,Rice,2008,0.24,0.24%,,"Marketing, Transportation",Transport,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,113,Rice,2008,0.2,0.20%,,"Loading, Unloading",Transport,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,113,Rice,2008,1.19,0.79%,,"Marketing, Storage",Storage,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,113,Rice,2008,9.01,9.01%,,"Cleaning, Collection, Distribution, Drying, Field, Harvesting, Shelling, Storage, Threshing, Transportation",Whole supply chain,Minor season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,113,Rice,2008,1.21,1.21%,,Harvesting,Harvest,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,113,Rice,2008,0.11,0.11%,,Loading,Transport,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,113,Rice,2008,0.23,0.23%,,"Bagging, Packaging",Processing,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,114,Sorghum,2008,0.04,0.04%,,"Marketing, Transportation",Transport,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
288,Ghana,,114,Sorghum,2008,2.13,1.73%,,Storage,Storage,Major season,,,No Data Collection Specified,"The World Bank, (2011), Missing Food: The Case Of Postharvest Grain Losses In Sub-Saharan Africa",,
